Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar.radiation,Next_Tmax
32.8,20.3,42.18967,69.95467,28.65254,20.32969,12.924104,141.607279,0.116489088,0.137231893,0.048389806,0.01680497,0,0,0,0,37.4697,126.995,82.2912,2.2579,5712.382,27.4
33.1,20.3,43.71975,73.14723,28.47367,19.63071,9.665593,164.801981,0.139982431,0.127266523,0.051519664,0.0140291,0,0,0,0,37.6181,127.099,53.4712,0.697,5729.486,27.8
35.3,22.8,41.84866,68.31575,28.77904,20.60582,12.368876,147.317924,0.113762231,0.135740729,0.063895662,0.014712861,0,0,0,0,37.4832,127.024,56.4448,1.2313,5719.583,29.1
32.8,21.2,38.14585,63.11804,29.34568,21.68803,11.063044,65.18937,0.17119259,0.14080115,0.038426163,0.031832164,0,0,0,0,37.5776,126.938,75.0924,1.7678,5752.715,28.5
33.9,22.5,47.69758,74.69206,27.1211,19.21433,18.112304,128.32991,0.130600109,0.148801121,0.032759589,0.021982193,0,0,0,0,37.6181,127.004,146.554,4.7296,5794.404,28.6
33.7,23.4,37.10073,63.19007,29.82666,21.70495,13.613897,20.541114,0.131717761,0.150215288,0.079315054,0.014821111,0,0,0,0,37.5507,127.04,26.298,0.5721,5717.564,28
32.8,21.9,43.1488,68.36544,28.71296,21.09048,11.422568,158.052832,0.127972529,0.148926717,0.065577874,0.010442716,0,0,0,0,37.5102,127.086,21.9668,0.1332,5710.014,27.2
35,23.6,40.6587,64.12273,29.21269,22.26662,12.039702,159.896714,0.164041821,0.134629968,0.065771182,0.030803715,0,0,0,0,37.5372,126.891,15.5876,0.1554,5708.915,29.7
34.5,23.9,37.35058,61.58908,29.87148,22.35853,12.840906,82.952379,0.157421585,0.134054818,0.073653947,0.028736782,0,0,0,0,37.5237,126.909,17.2956,0.2223,5707.33,29
34.5,23.1,36.00038,61.34058,30.11059,22.22564,13.585065,33.692522,0.140053499,0.137846755,0.065283191,0.024078685,0,0,0,0,37.5237,126.97,19.5844,0.2713,5713.244,28.1
24.9,18.6,52.55402,78.84683,25.36973,17.38315,8.049364,83.091743,0.117646287,0.196007486,0.151045858,0.52098458,0,0,0,0.006502927,37.6046,126.991,212.335,2.785,5841.619,25.2
28.1,20.8,47.99668,77.78477,26.80446,17.15679,9.477357,58.350286,0.117805583,0.203055122,0.21440787,0.503672959,0,0,0,0.006824972,37.6046,127.032,44.7624,0.5141,5713.085,28.6
27.6,21.9,44.61509,72.4297,27.0718,17.90974,8.961904,13.24785,0.114357983,0.206288538,0.246049961,0.529895998,0,0,0,0.02076392,37.5776,127.058,33.3068,0.2661,5707.423,28.6
27.9,21.4,55.6767,81.99094,26.23184,16.94897,10.580381,87.523744,0.123193367,0.199100219,0.170585114,0.466122695,0,0,0,0.000108805,37.645,127.022,45.716,2.5348,5700.435,28.8
27,21.7,54.64072,89.01611,25.58129,18.33111,10.360243,124.799527,0.104487105,0.211259504,0.284971481,0.614661829,0,0,0,0.006818689,37.5507,127.135,35.038,0.5055,5701.981,28.1
27.3,22.2,47.41303,74.73848,26.51444,18.84754,9.390921,61.093527,0.104894,0.226324714,0.185558124,0.463083176,0,0,0,0.006109128,37.5102,127.042,54.6384,0.1457,5716.174,27.8
27.7,22.7,50.67492,78.26053,27.22297,17.88777,7.502012,154.001078,0.131837918,0.187365182,0.120368792,0.479543667,0,0,0,0,37.5776,126.838,12.37,0.0985,5692.382,28.7
27.7,22,45.68257,69.41161,27.53957,19.13563,9.401081,51.554702,0.120630031,0.194247738,0.148913308,0.44875043,0,0,0,0,37.4697,126.91,52.518,1.5629,5704.724,29.1
27.9,22.7,47.41278,77.80891,27.38973,17.86945,8.230478,101.784772,0.129644072,0.201853439,0.145245121,0.459841979,0,0,0,0,37.4967,126.826,50.9312,0.4125,5720.691,30.3
27.5,21.4,50.76887,78.05944,25.59356,17.62762,10.997302,69.214888,0.113082244,0.193198934,0.103297322,0.449447026,0,0,0,0,37.4562,126.955,208.507,5.1782,5719.607,28.8
27.6,22.1,48.82698,78.10536,26.30023,18.94442,8.454755,61.57865,0.111970714,0.211690103,0.255911861,0.547723245,0,0,0,0,37.5372,127.085,28.7,0.6233,5708.98,28.5
25.5,20.4,44.15876,69.25879,26.70432,17.72448,9.836863,27.743769,0.109129076,0.204081471,0.156979672,0.484502277,0,0,0,0.005395553,37.5507,126.988,132.118,0.5931,5766.102,26.9
27.5,22.3,46.41499,74.24439,26.4839,17.7662,7.854699,29.974511,0.116789597,0.201658119,0.267192071,0.60629372,0,0,0,0,37.5776,127.083,59.8324,2.6865,5701.45,28.5
28.5,22.5,42.96357,67.3904,28.06681,19.19188,9.496553,18.265907,0.118239004,0.197083211,0.135380865,0.459866327,0,0,0,0,37.4967,126.927,30.968,0.618,5700.62,30.8
28.5,22,42.96267,67.70271,27.99527,18.81745,8.122669,35.184304,0.118258956,0.200358812,0.158339653,0.464833597,0,0,0,0.004043023,37.5507,126.937,30.0464,0.8552,5711.833,29.6
27.1,21.3,51.36657,79.54983,26.19823,18.38143,9.408139,95.659278,0.107299177,0.21200978,0.141783675,0.439386223,0,0,0,0,37.4697,126.995,82.2912,2.2579,5697.51,28.7
27.3,21.2,50.8896,85.16079,26.19193,16.96462,6.736997,94.811667,0.11759748,0.230423958,0.259863296,0.642410875,0,0,0,0,37.6181,127.099,53.4712,0.697,5715.199,28.7
28.4,22.5,50.58281,79.04384,26.27562,18.70294,9.094306,96.848457,0.104837541,0.224725625,0.18141581,0.464271375,0,0,0,0.001673334,37.4832,127.024,56.4448,1.2313,5705.058,30.7
27.5,21.2,44.80232,76.35875,27.50864,17.4751,7.793283,46.261174,0.119937743,0.196649486,0.157689752,0.491030733,0,0,0,0.005189913,37.5776,126.938,75.0924,1.7678,5738.622,27.7
28,21.6,56.1824,82.40736,25.40335,17.20794,12.256389,85.073957,0.120447372,0.196765471,0.15195093,0.512535038,0,0,0,0.004517335,37.6181,127.004,146.554,4.7296,5780.612,28.8
27.2,22.4,44.53229,71.26616,27.17137,18.23566,9.692062,16.050177,0.106422462,0.214463632,0.21575078,0.461161016,0,0,0,0.014428848,37.5507,127.04,26.298,0.5721,5703.386,28.2
26.7,20.8,51.64717,81.08892,26.01588,19.28458,9.296423,105.917669,0.10954227,0.226381144,0.253205382,0.546280049,0,0,0,0,37.5102,127.086,21.9668,0.1332,5695.727,28.7
28.5,23.2,46.49197,75.4944,27.55852,18.39988,8.527313,108.489489,0.126988793,0.196682592,0.126132349,0.466798779,0,0,0,0,37.5372,126.891,15.5876,0.1554,5694.668,30.3
28.5,23.1,43.6114,68.46456,28.05128,19.04213,8.906708,57.637541,0.122602245,0.198158203,0.135248714,0.457365475,0,0,0,0,37.5237,126.909,17.2956,0.2223,5693.03,29.8
27.5,22.6,42.95243,68.24002,27.80163,18.80411,8.950517,23.388573,0.110928664,0.209046749,0.148769723,0.478688692,0,0,0,0.002496197,37.5237,126.97,19.5844,0.2713,5699.057,28.7
24.9,15.8,59.0036,84.63121,24.22769,20.3619,6.912671,62.02297,0.194632856,0.304831383,0.614591484,0.743846905,0,0,0,0,37.6046,126.991,212.335,2.785,5827.259,25.1
27.7,18.2,59.03014,71.91627,26.31486,21.0742,4.605408,43.339634,0.201319865,0.287580419,0.603680626,0.741509201,0,0,0,0,37.6046,127.032,44.7624,0.5141,5698.28,27.1
27.3,18.7,55.14621,69.28266,26.96943,21.91815,5.413217,10.552527,0.201253936,0.308128412,0.659326243,0.715812933,0,0,0,0,37.5776,127.058,33.3068,0.2661,5692.632,31.4
28,18.8,65.58277,83.73782,25.65161,20.13764,5.30906,65.605722,0.179186994,0.30582739,0.602749143,0.756738944,0,0,0,0,37.645,127.022,45.716,2.5348,5685.614,27.7
27.4,19.3,64.07494,83.6049,26.25492,20.18522,5.347453,77.898841,0.253431669,0.267109862,0.586297408,0.725954496,0,0,0,0,37.5507,127.135,35.038,0.5055,5687.061,28.6
27.4,19.8,58.84488,71.18802,26.24576,21.68859,5.776113,36.563913,0.223460699,0.300600198,0.653155668,0.723601499,0,0,0,0.000482625,37.5102,127.042,54.6384,0.1457,5701.249,27.6
28.4,18.7,64.97528,86.68589,25.47304,21.78785,5.033853,91.457482,0.201394771,0.347396272,0.571390169,0.725804857,0,0,0,0,37.5776,126.838,12.37,0.0985,5677.527,26.7
28.7,19.1,55.17043,77.1537,25.89539,22.0244,5.772182,33.531024,0.208607245,0.346534424,0.623442627,0.706223354,0,0,0,0,37.4697,126.91,52.518,1.5629,5689.651,28
29.3,19.6,58.45787,86.1133,25.53779,21.72716,5.377101,64.869137,0.197042623,0.366580784,0.552869952,0.692646424,0,0,0,0,37.4967,126.826,50.9312,0.4125,5705.892,27.6
28.5,18.8,65.81869,82.79146,24.39941,20.38788,5.679734,43.912854,0.194797647,0.334083151,0.592865151,0.717878424,0,0,0,0,37.4562,126.955,208.507,5.1782,5703.203,26.4
27.8,19.8,60.23542,70.34893,26.82,21.41002,5.186325,40.355261,0.241299233,0.295845727,0.644119589,0.710294387,0,0,0,0,37.5372,127.085,28.7,0.6233,5694.29,27.8
25.6,17.4,54.27685,74.1315,25.81568,21.55183,6.494781,21.033767,0.231956222,0.308987837,0.616284434,0.751162137,0,0,0,0,37.5507,126.988,132.118,0.5931,5751.119,26.9
27.9,18.9,57.57969,68.03372,26.91271,21.46893,5.051625,24.294979,0.222057075,0.292203205,0.651421119,0.705563772,0,0,0,0,37.5776,127.083,59.8324,2.6865,5686.35,27.7
29.6,19.6,49.46153,72.97227,26.46315,22.57321,6.177131,12.262429,0.216269916,0.33733235,0.621728721,0.728671504,0,0,0,0.000424632,37.4967,126.927,30.968,0.618,5685.721,28.3
28.5,18.6,51.40079,75.67551,26.35464,22.56177,6.210953,24.609285,0.246290329,0.304249935,0.61364925,0.757503337,0,0,0,0,37.5507,126.937,30.0464,0.8552,5697.161,28.1
27.4,18.7,66.89683,79.51744,25.5141,20.53462,5.4453,59.538738,0.194718571,0.275109715,0.583795487,0.73764295,0,0,0,0,37.4697,126.995,82.2912,2.2579,5682.02,26.8
27.6,16.6,63.18431,84.2912,26.15752,19.93235,4.094844,71.513485,0.228710039,0.283692416,0.634884029,0.749657752,0,0,0,0,37.6181,127.099,53.4712,0.697,5700.313,26.9
29.2,20.1,66.0205,78.03152,25.6994,20.81461,5.337674,60.356257,0.215318181,0.278266616,0.63413548,0.743155208,0,0,0,0,37.4832,127.024,56.4448,1.2313,5689.926,28.7
27,17.8,53.35464,80.46121,25.8018,21.93136,6.094175,33.391011,0.23959031,0.292517305,0.598196021,0.759685058,0,0,0,0,37.5776,126.938,75.0924,1.7678,5723.936,27
28.4,18.6,61.33614,84.14746,24.64131,20.20554,6.840598,62.719546,0.184705805,0.35379831,0.575742834,0.740507378,0,0,0,0,37.6181,127.004,146.554,4.7296,5766.239,27.6
27.6,19.3,54.92117,71.27004,26.95307,22.12011,5.750853,11.276703,0.218068353,0.328831003,0.659038008,0.72154082,0,0,0,0,37.5507,127.04,26.298,0.5721,5688.612,27.5
27,18.4,63.50433,72.93336,26.28142,21.37393,5.108793,57.895334,0.237729438,0.317915411,0.623041009,0.715560839,0,0,0,0,37.5102,127.086,21.9668,0.1332,5680.843,27
30.1,20,52.22908,81.19623,25.79171,22.6391,5.867011,65.36183,0.22071782,0.336319059,0.592218803,0.731857765,0,0,0,0,37.5372,126.891,15.5876,0.1554,5679.825,27.6
29.2,19.9,49.79772,77.16524,26.29773,22.6791,6.068645,36.271383,0.224138064,0.33106358,0.597641304,0.725603988,0,0,0,0.001847454,37.5237,126.909,17.2956,0.2223,5678.132,28
28.1,19.6,51.38252,71.34095,26.75499,22.44044,6.177491,16.284532,0.230984805,0.2996065,0.622599681,0.756191966,0,0,0,0.000539112,37.5237,126.97,19.5844,0.2713,5684.275,27.9
24.1,19.5,56.46432,94.25536,27.77348,20.83118,4.485062,66.944411,0.772927485,0.362337517,0.411098375,0.498813025,0.030335171,0,0,0,37.6046,126.991,212.335,2.785,5812.293,25.7
26.3,21.5,50.75891,92.10337,30.24518,21.90578,5.056492,55.89724,0.820483989,0.434237873,0.340366659,0.565111001,0.025026124,0,0,0,37.6046,127.032,44.7624,0.5141,5682.862,28.6
30,21.9,45.81427,84.84074,30.9864,22.82535,5.008633,13.59323,0.76689395,0.430323522,0.295103082,0.514271403,0.030644948,0.005226064,0,0,37.5776,127.058,33.3068,0.2661,5677.224,31.4
26.9,22.6,57.12153,98.14206,28.93285,21.15883,4.708146,85.504352,0.776326346,0.331706219,0.347335694,0.438905835,0.090175149,0.0000999,0.05655128,0,37.645,127.022,45.716,2.5348,5670.164,28.7
28.4,21.8,58.70663,92.16476,28.94634,21.97164,3.576615,81.802438,0.740650252,0.432405598,0.342392785,0.518770149,0.002698702,0,0.001707683,0,37.5507,127.135,35.038,0.5055,5671.519,28.3
27.1,22.7,48.85032,85.70333,30.12071,22.89017,3.971664,37.34188,0.770534782,0.428885843,0.289080865,0.482932199,0.005722475,0.008233405,0,0.001897476,37.5102,127.042,54.6384,0.1457,5685.702,29.2
25.9,22.6,59.01574,94.69904,27.95889,21.64176,3.980734,83.784256,0.739967613,0.399112637,0.373459913,0.473964443,0.008020137,0,0,0,37.5776,126.838,12.37,0.0985,5662.053,29.9
26.5,22.9,53.5233,84.4029,29.40109,22.80274,4.523798,38.076134,0.737021613,0.408139404,0.42577371,0.523708634,0.008168636,0.001480329,0,0,37.4697,126.91,52.518,1.5629,5673.949,29.5
26.5,22.3,58.35938,92.27983,28.27776,21.81459,4.330462,71.417252,0.740494387,0.397035176,0.383503563,0.446564335,0.021394669,0,0,0,37.4967,126.826,50.9312,0.4125,5690.476,29.3
26,20.8,57.52601,90.69556,27.89009,21.31354,4.270457,49.682089,0.708591109,0.423607486,0.425872386,0.513113929,0.011136729,0.007839603,0.052516654,0,37.4562,126.955,208.507,5.1782,5686.124,28.3
27.4,22.6,50.62019,87.1634,30.23875,22.70947,3.891923,44.157545,0.788245444,0.439480785,0.282822948,0.491261587,0.002514207,0.002331815,0,0,37.5372,127.085,28.7,0.6233,5678.985,28.9
25.4,20.6,46.48997,87.71566,29.98458,22.0118,4.559322,25.23984,0.712553062,0.446459411,0.386675013,0.514536024,0.004442572,0.002048296,0,0,37.5507,126.988,132.118,0.5931,5735.51,28.9
27.3,22.2,47.99374,87.33581,30.37652,22.32872,4.383582,36.169628,0.730058911,0.419276356,0.288123235,0.490597412,0,0.018241638,0,0,37.5776,127.083,59.8324,2.6865,5670.62,28.9
27,22.9,49.16489,80.55935,30.22061,23.09281,4.704807,12.565384,0.757177773,0.432180862,0.442234327,0.514629921,0.007220581,0.001185076,0,0,37.4967,126.927,30.968,0.618,5670.202,29.3
26.9,22.5,47.3073,85.88608,30.23015,22.57134,4.591081,25.203685,0.734923465,0.431462892,0.420744177,0.51033459,0.00821878,0,0,0,37.5507,126.937,30.0464,0.8552,5681.875,29.7
25.9,21.3,57.40291,92.08864,28.7416,22.20696,3.727812,60.140489,0.700411032,0.40733259,0.386808317,0.544120145,0.011384934,0.006018454,0.011222828,0.001064727,37.4697,126.995,82.2912,2.2579,5665.889,28.4
26.2,20.9,56.48666,94.48917,28.96957,21.60912,3.445742,100.450838,0.751656607,0.425569136,0.310251943,0.51957785,0.002913313,0.006433012,0,0,37.6181,127.099,53.4712,0.697,5684.807,28.8
27.9,23,55.82309,91.28459,29.08564,22.30136,3.783093,64.640883,0.71385996,0.404643817,0.342303608,0.556351744,0.009102029,0.002322375,0.009054076,0.001190896,37.4832,127.024,56.4448,1.2313,5674.167,30.8
26.3,21.1,49.43072,90.85281,29.46834,21.91369,4.616558,37.70902,0.755900033,0.408346414,0.41576243,0.51909522,0.025824162,0,0,0,37.5776,126.938,75.0924,1.7678,5708.635,28.7
26.8,22.1,61.22631,95.18904,28.24253,20.94133,4.553167,68.90183,0.782728,0.344620415,0.446050694,0.497811178,0.051456902,0,0.008129731,0,37.6181,127.004,146.554,4.7296,5751.265,29
27.2,22.5,46.68286,85.82627,30.83614,22.78673,4.345154,19.008538,0.743721305,0.428301555,0.29265653,0.529873935,0.006724536,0.008738538,0,0,37.5507,127.04,26.298,0.5721,5673.223,28.9
26.1,21.2,52.62224,88.4307,29.87051,22.7905,3.628896,51.956244,0.777475865,0.437009376,0.263190745,0.500108343,0.005250313,0,0,0,37.5102,127.086,21.9668,0.1332,5665.338,28.1
27.2,23.5,55.14235,89.41209,28.94912,22.36193,4.377215,54.679835,0.780700593,0.418227527,0.405580733,0.486687292,0.020684962,0,0,0,37.5372,126.891,15.5876,0.1554,5664.363,30.2
26.9,23.3,50.99348,85.08961,29.94943,22.80004,4.53248,31.971857,0.75397002,0.430359601,0.435859555,0.475550685,0.011748834,0,0,0,37.5237,126.909,17.2956,0.2223,5662.613,30.2
27.3,22.9,47.11087,82.85239,30.66933,22.99107,4.37446,17.66795,0.679858276,0.439880303,0.406780802,0.512995807,0.006419688,0.003545743,0,0,37.5237,126.97,19.5844,0.2713,5668.876,29.2
25.5,18.2,58.15235,84.15676,29.56233,23.00967,6.934601,86.465181,0.331790828,0.426075286,0.166532284,0.444700103,0,0,0.110007515,0.049951597,37.6046,126.991,212.335,2.785,5796.745,27.5
27.7,20.1,52.10986,87.42859,31.83869,23.77987,5.01018,54.767249,0.373730371,0.447359135,0.200122277,0.501793066,0,0,0,0.000372167,37.6046,127.032,44.7624,0.5141,5666.852,30.1
30.4,20.6,46.6017,79.85672,32.97564,24.39956,5.341359,12.727996,0.363125197,0.419313578,0.233984348,0.594446202,0,0,0,0.037247042,37.5776,127.058,33.3068,0.2661,5661.221,30
28.4,20.6,57.8276,94.98838,30.41989,22.84958,6.57037,88.652692,0.302721808,0.410459886,0.158183429,0.399344193,0,0,0.325801792,0.042350998,37.645,127.022,45.716,2.5348,5654.116,31.1
27.9,20.7,56.47297,92.64579,30.98897,22.89418,5.169816,88.152333,0.243273626,0.36196694,0.24199186,0.498092555,0,0,0,0.049205984,37.5507,127.135,35.038,0.5055,5655.378,29.8
28.9,21,48.94148,82.94664,32.23306,24.33173,5.697467,51.457899,0.300740566,0.393972929,0.181191497,0.549971866,0,0,0,0.824539042,37.5102,127.042,54.6384,0.1457,5669.557,29.5
28.8,21,62.36316,87.2267,29.73829,24.44118,4.3916,87.237547,0.258735272,0.452380127,0.169956883,0.363614308,0,0,0,0,37.5776,126.838,12.37,0.0985,5645.983,30
28.9,20.9,51.98244,79.67139,31.59451,24.60558,5.958067,40.350978,0.420449402,0.453622809,0.251597229,0.403872581,0,0,0,0,37.4697,126.91,52.518,1.5629,5657.646,30.8
28.8,21.1,60.64521,81.48782,30.41325,24.44475,5.057431,78.972455,0.342365508,0.465242291,0.192235078,0.359300469,0,0,0,0,37.4967,126.826,50.9312,0.4125,5674.464,31.6
28.2,20.3,53.54769,87.17894,30.37944,22.95873,5.73123,54.941985,0.3830276,0.400184618,0.265736765,0.458619455,0,0,0,0.000839271,37.4562,126.955,208.507,5.1782,5668.402,29.7
28.7,21,50.1201,81.43618,32.2717,24.07021,5.031004,45.241019,0.27934683,0.385511302,0.187299515,0.540267915,0,0,0,0.069203827,37.5372,127.085,28.7,0.6233,5663.089,30.2
27.7,19.1,48.96621,78.33877,31.77166,24.16939,6.713665,33.593022,0.391442655,0.445046895,0.193647608,0.465155996,0,0,0,0.101025276,37.5507,126.988,132.118,0.5931,5719.3,30.6
28.4,20.8,48.17608,81.47598,32.5001,23.98455,4.903992,29.372768,0.334674102,0.424128524,0.215019248,0.544047623,0,0,0,0.010327823,37.5776,127.083,59.8324,2.6865,5654.288,30.6
29.1,20.9,50.30933,74.52134,32.02993,25.23932,6.48911,12.134742,0.421432072,0.440829415,0.199671978,0.423069375,0,0,0,0.00110607,37.4967,126.927,30.968,0.618,5654.084,31.6
28.8,20.6,51.29507,75.31186,31.76765,25.16258,6.486548,26.557511,0.372375687,0.461279059,0.184730896,0.410588774,0,0,0,0.009613384,37.5507,126.937,30.0464,0.8552,5665.998,31.2
28.4,20.1,53.05059,90.08804,31.28871,23.21075,5.686295,76.089026,0.345502532,0.382742611,0.19533158,0.465212609,0,0,0,0.005190141,37.4697,126.995,82.2912,2.2579,5649.143,29.2
27.7,20.1,55.25151,90.786,31.15651,22.83645,3.991215,100.55006,0.378043505,0.415433098,0.217187567,0.540524611,0,0,0,0,37.6181,127.099,53.4712,0.697,5668.703,29.3
30,21.2,52.57576,87.61157,31.57482,23.6292,5.175179,81.322858,0.294272535,0.39866618,0.207895832,0.49650035,0,0,0,0.147346685,37.4832,127.024,56.4448,1.2313,5657.802,31.5
28,20.2,52.71694,77.29514,31.28845,24.60293,6.280105,40.238325,0.342281061,0.461111789,0.197909517,0.419081457,0,0,0,0.009033113,37.5776,126.938,75.0924,1.7678,5692.743,30
28.5,20.8,60.04963,89.76208,30.18557,22.90721,7.333313,88.88679,0.33882299,0.415133071,0.246730961,0.423392064,0,0,0.666416268,0.261377147,37.6181,127.004,146.554,4.7296,5735.704,31.2
28.1,21.1,46.36552,77.76534,33.26572,24.71986,6.138235,24.7832,0.346145325,0.416083225,0.205196343,0.575588468,0,0,0,0.288145279,37.5507,127.04,26.298,0.5721,5657.239,29.4
27.3,19,53.44617,85.8497,31.57226,23.83783,4.862061,55.056584,0.260957954,0.366888703,0.208028889,0.536716342,0,0,0,0.152628178,37.5102,127.086,21.9668,0.1332,5649.235,28.9
29.5,21.4,57.78069,75.82686,30.53491,25.37261,5.976309,61.098777,0.357901186,0.45602772,0.16118833,0.388198951,0,0,0,0,37.5372,126.891,15.5876,0.1554,5648.305,31.2
29.2,21.6,53.89381,73.699,31.2777,25.48953,6.454739,34.287336,0.38835185,0.448835036,0.172247137,0.394358617,0,0,0,0,37.5237,126.909,17.2956,0.2223,5646.497,30.7
29.1,21.2,47.66644,74.4809,32.63078,25.23219,6.480659,18.834325,0.414574436,0.437316713,0.167611987,0.44867406,0,0,0,0.024338358,37.5237,126.97,19.5844,0.2713,5652.883,30.4
26.8,22.6,69.22817,95.8604,28.5135,23.24943,7.372432,62.431491,0.509566051,0.520149977,0.195956919,0.14640293,0.003302511,0.00104026,0,0,37.6046,126.991,212.335,2.785,5780.611,26.7
30,21.7,60.89504,95.0466,30.45628,24.1552,4.786849,48.751535,0.525914711,0.54224144,0.235260302,0.151502653,0.097534088,0.012185192,0,0,37.6046,127.032,44.7624,0.5141,5650.246,28.2
29.2,23.3,54.89642,88.85198,31.48804,24.95914,5.531465,12.295184,0.519652782,0.51817372,0.256057571,0.178682814,0.012665405,0,0,0,37.5776,127.058,33.3068,0.2661,5644.622,29.4
29.7,23.5,73.48866,99.87625,29.81039,23.65477,6.028911,59.872809,0.568917877,0.585612228,0.210851715,0.110825795,0.224826749,0.040594562,0,0,37.645,127.022,45.716,2.5348,5637.466,29.3
29.4,23.7,63.85119,97.09817,30.33901,23.84688,5.002688,88.320007,0.523186646,0.451269589,0.220760112,0.260875176,0.050660685,0,0,0,37.5507,127.135,35.038,0.5055,5638.637,29.2
29.3,24.5,59.88261,88.75019,30.83232,25.08601,5.786461,33.292304,0.494744591,0.524232885,0.24532275,0.198615693,0.000789463,0,0,0,37.5102,127.042,54.6384,0.1457,5652.811,29.6
29.7,24.9,72.18472,97.30852,29.18151,23.98168,4.399134,76.867998,0.632655118,0.611709952,0.281898275,0.14577485,0.243988888,0.015487504,0,0,37.5776,126.838,12.37,0.0985,5629.314,29.2
30.2,24.6,65.29482,90.79458,29.99484,25.23754,4.897555,43.520482,0.501876723,0.540086586,0.246965543,0.172661783,0.175557911,0.008792405,0,0,37.4697,126.91,52.518,1.5629,5640.737,29.5
31,24.5,71.89383,96.58208,29.04231,23.99329,5.250206,62.493533,0.542798689,0.660135159,0.323141656,0.153789211,0.072111083,0.004414269,0.002306763,0,37.4967,126.826,50.9312,0.4125,5657.855,29.8
29.4,21.5,70.23614,90.00649,28.70289,23.95094,5.407049,48.266354,0.464725511,0.475360632,0.276034939,0.170669176,0.052473612,0,0,0,37.4562,126.955,208.507,5.1782,5650.037,29.1
29,24.4,57.07146,92.49519,31.30578,24.67102,4.996708,45.605111,0.510128211,0.489107812,0.256996684,0.206454527,0.013764913,0,0,0,37.5372,127.085,28.7,0.6233,5646.6,30.1
29.5,22.9,59.91471,88.59303,30.26556,24.54137,6.596345,21.775109,0.473894509,0.511013492,0.220426043,0.160140413,0,0.000502889,0,0,37.5507,126.988,132.118,0.5931,5702.488,27.7
29.8,24.2,56.24625,91.30342,31.22421,24.5644,4.877711,32.857168,0.523017266,0.521353083,0.293215694,0.223536307,0.049100513,0,0,0,37.5776,127.083,59.8324,2.6865,5637.35,29.8
30.4,24.3,62.90456,89.3362,30.69621,25.70855,5.57612,22.268889,0.507667299,0.521344195,0.235546712,0.178276338,0.41064833,0.003807942,0,0,37.4967,126.927,30.968,0.618,5637.368,29.3
30.6,24.5,61.49221,90.41788,30.54425,25.46604,6.209489,32.231038,0.530841314,0.593448657,0.224144045,0.157701712,0.365795042,0,0,0,37.5507,126.937,30.0464,0.8552,5649.528,29.3
28.7,22.1,68.1227,93.00726,29.71027,24.38583,5.350609,62.737761,0.477085017,0.506026637,0.266250772,0.163170401,0.034028493,0,0.000851781,0,37.4697,126.995,82.2912,2.2579,5631.779,28.5
29,20.8,70.05246,96.20236,29.70541,23.69771,4.529042,94.314825,0.539806691,0.53398415,0.264519515,0.175438969,0.59066132,0,0,0,37.6181,127.099,53.4712,0.697,5652,29.4
31.4,24.8,66.34276,91.05191,30.19377,24.61588,5.527292,68.893215,0.469846096,0.522056578,0.25449167,0.179269262,0.002628934,0,0,0,37.4832,127.024,56.4448,1.2313,5640.831,31.1
29.9,24.1,62.14977,91.24936,30.07549,24.84288,5.87384,46.079473,0.597338027,0.640579915,0.243497829,0.172790415,0.80018576,0.00012966,0,0,37.5776,126.938,75.0924,1.7678,5676.258,29.2
30.2,23.9,72.9568,99.64037,28.90214,23.24547,7.079656,60.696787,0.515392037,0.540606984,0.164919662,0.107954779,0.024707222,0.012937569,0,0,37.6181,127.004,146.554,4.7296,5719.556,29.7
29.2,24.5,55.63792,90.20612,31.47199,25.07915,5.714833,17.179557,0.490767107,0.503518815,0.230965849,0.19216842,0.002739633,0,0,0,37.5507,127.04,26.298,0.5721,5640.66,29.4
28,22.6,60.8286,94.08054,30.79603,24.88583,4.852131,53.327143,0.477705048,0.475811147,0.25143777,0.181994619,0.008533823,0,0,0,37.5102,127.086,21.9668,0.1332,5632.534,29.6
30.7,25.4,68.72139,96.20554,29.67788,24.56252,4.950111,56.945373,0.503580087,0.642300223,0.233322597,0.156462153,1.246899654,0.030887995,0,0,37.5372,126.891,15.5876,0.1554,5631.649,30.5
30.3,25.4,64.84813,94.93767,30.19819,24.89997,5.202663,42.65047,0.502685766,0.588532078,0.229897962,0.168137538,1.173749834,0.024643023,0,0,37.5237,126.909,17.2956,0.2223,5629.781,29.8
29.8,24.8,59.88465,84.42865,31.03511,25.64094,6.508162,15.784158,0.488887811,0.517033654,0.234037338,0.166969046,0.013870448,0,0,0,37.5237,126.97,19.5844,0.2713,5636.294,29.9
26.6,21.6,54.6081,91.48361,29.90976,23.85837,5.957446,78.181947,0.340620753,0.184524452,0.304957415,0.220361515,0.00023574,0.003746464,0.005259353,0,37.6046,126.991,212.335,2.785,5763.889,28.5
27.8,22.5,50.9953,95.62223,31.62595,24.70221,5.0381,51.725885,0.403860622,0.272401213,0.363229064,0.279319036,0,0.008361542,0.006885093,0,37.6046,127.032,44.7624,0.5141,5633.041,32.2
